epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
82,174.314,1.20254,0.97162,1.11476,0.82758,0.86885,0.82335,0.39229,1.70577,1.01329,1.37874,0.000330233,0.000330233,0.000330233
83,176.413,1.13014,0.92491,1.02876,0.86497,0.88525,0.86667,0.40275,1.69707,0.99649,1.37654,0.000313729,0.000313729,0.000313729
84,178.526,1.20722,0.98644,1.08047,0.83968,0.91803,0.87603,0.40755,1.67784,1.01274,1.38739,0.000297226,0.000297226,0.000297226
85,180.626,1.15884,0.92372,1.07613,0.82361,0.89344,0.86436,0.40201,1.69274,1.03757,1.4037,0.000280723,0.000280723,0.000280723
86,182.731,1.20358,0.9224,1.11284,0.83252,0.88268,0.86565,0.41488,1.70496,1.02694,1.39902,0.00026422,0.00026422,0.00026422
87,184.849,1.24343,1.00898,1.16786,0.82143,0.88722,0.87616,0.43339,1.64213,0.99582,1.36389,0.000247716,0.000247716,0.000247716
88,186.968,1.12513,0.91169,1.06447,0.85407,0.8891,0.88546,0.43247,1.64642,0.987,1.37071,0.000231213,0.000231213,0.000231213
89,189.071,1.18829,0.9331,1.08923,0.86286,0.88392,0.89611,0.43485,1.66295,0.99666,1.36491,0.00021471,0.00021471,0.00021471
90,191.182,1.1636,0.9105,1.07617,0.86358,0.89163,0.90242,0.43127,1.69026,1.00887,1.37621,0.000198206,0.000198206,0.000198206
91,209.088,1.26617,1.1091,1.22051,0.83252,0.89344,0.8943,0.42228,1.70106,1.01312,1.39258,0.000181703,0.000181703,0.000181703
92,211.343,1.22724,1.08488,1.17244,0.82622,0.909,0.85799,0.40757,1.69951,1.01156,1.38774,0.0001652,0.0001652,0.0001652
93,213.64,1.09044,0.82981,1.07094,0.82884,0.90984,0.8637,0.42499,1.67817,0.99321,1.37763,0.000148696,0.000148696,0.000148696
94,215.976,1.03672,0.85597,1.03133,0.83461,0.90984,0.88036,0.4304,1.66556,0.97862,1.3749,0.000132193,0.000132193,0.000132193
95,218.253,1.12362,0.92607,1.12988,0.83809,0.90984,0.88438,0.43091,1.67737,0.96122,1.3854,0.00011569,0.00011569,0.00011569
96,220.632,1.11556,0.87716,1.0571,0.85006,0.90984,0.88992,0.42814,1.67441,0.95777,1.38609,9.91865e-05,9.91865e-05,9.91865e-05
97,222.911,1.08229,0.82242,1.07149,0.8419,0.90164,0.87879,0.42871,1.677,0.96083,1.38419,8.26832e-05,8.26832e-05,8.26832e-05
98,225.207,1.09594,0.8399,1.07522,0.85259,0.90164,0.88022,0.42592,1.67557,0.97065,1.38277,6.61799e-05,6.61799e-05,6.61799e-05
99,227.493,1.04332,0.80347,1.07045,0.84429,0.90164,0.8825,0.43543,1.67736,0.97242,1.37852,4.96766e-05,4.96766e-05,4.96766e-05
100,229.722,1.01833,0.81459,1.03272,0.84639,0.90164,0.88349,0.43424,1.67423,0.96632,1.37609,3.31733e-05,3.31733e-05,3.31733e-05
