epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
58,379.168,0.74151,0.45174,1.01615,0.99249,1,0.995,0.86957,0.56837,0.27727,0.86694,0.000726312,0.000726312,0.000726312
59,385.844,0.73001,0.45347,1.00237,0.99374,1,0.995,0.87662,0.57187,0.25647,0.86979,0.000709809,0.000709809,0.000709809
60,392.539,0.72473,0.4389,1.00603,0.99246,1,0.995,0.87084,0.58057,0.28023,0.88951,0.000693305,0.000693305,0.000693305
61,399.4,0.7083,0.4264,1.00536,0.99225,1,0.995,0.881,0.55593,0.29161,0.87018,0.000676802,0.000676802,0.000676802
62,406.091,0.70656,0.41124,1.0086,0.99244,1,0.995,0.8838,0.52235,0.2754,0.86355,0.000660299,0.000660299,0.000660299
63,412.865,0.70585,0.42435,1.00153,0.99329,1,0.995,0.8805,0.52449,0.24969,0.85756,0.000643795,0.000643795,0.000643795
64,419.621,0.72647,0.42734,1.01563,0.99278,1,0.995,0.87924,0.55951,0.25787,0.869,0.000627292,0.000627292,0.000627292
65,426.413,0.70319,0.43721,1.00164,0.99233,1,0.995,0.88319,0.50855,0.25423,0.8597,0.000610789,0.000610789,0.000610789
66,433.185,0.6939,0.43149,0.99602,0.99454,1,0.995,0.87046,0.53849,0.25059,0.86361,0.000594286,0.000594286,0.000594286
67,440.047,0.70348,0.42112,0.99759,0.9932,1,0.995,0.85769,0.5609,0.26358,0.86321,0.000577782,0.000577782,0.000577782
68,446.905,0.69947,0.43129,1.00938,0.99209,1,0.995,0.88148,0.52298,0.24856,0.85446,0.000561279,0.000561279,0.000561279
69,453.813,0.68688,0.41533,0.98779,0.99359,1,0.995,0.88624,0.52499,0.24739,0.84966,0.000544776,0.000544776,0.000544776
70,460.716,0.67928,0.40713,0.97479,0.99275,1,0.995,0.87168,0.53358,0.25507,0.85279,0.000528272,0.000528272,0.000528272
71,467.621,0.67913,0.41315,0.9846,0.99315,1,0.995,0.8783,0.5364,0.2682,0.85689,0.000511769,0.000511769,0.000511769
72,474.345,0.67402,0.40654,0.99429,0.99282,1,0.995,0.86914,0.55997,0.25511,0.87631,0.000495266,0.000495266,0.000495266
73,481.294,0.66409,0.41428,0.9821,0.9904,1,0.995,0.89448,0.53925,0.25335,0.8611,0.000478762,0.000478762,0.000478762
74,488.007,0.65169,0.40014,0.97334,0.99299,1,0.995,0.8782,0.53689,0.25187,0.85427,0.000462259,0.000462259,0.000462259
75,494.727,0.66333,0.40195,0.98094,0.99252,1,0.995,0.8607,0.57065,0.25933,0.88124,0.000445756,0.000445756,0.000445756
76,501.462,0.66873,0.39817,0.98878,0.99266,1,0.995,0.89423,0.51307,0.2379,0.85205,0.000429253,0.000429253,0.000429253
77,508.182,0.63936,0.38162,0.97707,0.99308,1,0.995,0.87198,0.56673,0.24093,0.87798,0.000412749,0.000412749,0.000412749
78,514.95,0.63207,0.37793,0.97249,0.99297,1,0.995,0.86762,0.52217,0.2454,0.86661,0.000396246,0.000396246,0.000396246
79,521.625,0.63618,0.37902,0.97632,0.99244,1,0.995,0.87623,0.53869,0.2512,0.86632,0.000379743,0.000379743,0.000379743
80,528.348,0.6457,0.38481,0.97672,0.99313,1,0.995,0.87853,0.58449,0.24771,0.87661,0.000363239,0.000363239,0.000363239
81,535.029,0.65804,0.39472,0.98118,0.99275,1,0.995,0.88914,0.55658,0.24779,0.8573,0.000346736,0.000346736,0.000346736
82,541.896,0.63263,0.37566,0.96516,0.99376,1,0.995,0.87884,0.52885,0.24474,0.85882,0.000330233,0.000330233,0.000330233
83,548.767,0.63958,0.38145,0.97369,0.99259,1,0.995,0.87071,0.52589,0.23034,0.86867,0.000313729,0.000313729,0.000313729
84,555.536,0.64644,0.38614,0.97971,0.99349,1,0.995,0.87093,0.57127,0.25831,0.87342,0.000297226,0.000297226,0.000297226
85,562.215,0.63075,0.37088,0.97627,0.99163,1,0.995,0.87451,0.56472,0.24779,0.87422,0.000280723,0.000280723,0.000280723
86,569.346,0.63897,0.39327,0.97916,0.9932,1,0.995,0.88408,0.54471,0.22922,0.85941,0.00026422,0.00026422,0.00026422
87,576.188,0.61426,0.36606,0.96768,0.99192,1,0.995,0.88276,0.57904,0.23222,0.87156,0.000247716,0.000247716,0.000247716
88,582.839,0.59962,0.35419,0.94987,0.99342,1,0.995,0.88126,0.52804,0.22893,0.85382,0.000231213,0.000231213,0.000231213
89,589.529,0.60956,0.36556,0.95789,0.99261,1,0.995,0.88353,0.54471,0.238,0.86685,0.00021471,0.00021471,0.00021471
90,596.134,0.59598,0.35555,0.95997,0.99375,1,0.995,0.89672,0.52176,0.24185,0.84918,0.000198206,0.000198206,0.000198206
91,616.455,0.51863,0.26677,0.89121,0.99425,1,0.995,0.87184,0.55209,0.24018,0.86869,0.000181703,0.000181703,0.000181703
92,623.288,0.50521,0.258,0.87844,0.99312,1,0.995,0.86097,0.53559,0.24949,0.86028,0.0001652,0.0001652,0.0001652
93,629.962,0.48173,0.24948,0.86548,0.99276,1,0.995,0.86933,0.53825,0.24039,0.86563,0.000148696,0.000148696,0.000148696
94,636.847,0.48752,0.25,0.87663,0.99249,1,0.995,0.86761,0.56521,0.24474,0.86793,0.000132193,0.000132193,0.000132193
95,643.792,0.48677,0.2497,0.8729,0.99304,1,0.995,0.86626,0.56586,0.22813,0.86926,0.00011569,0.00011569,0.00011569
96,650.482,0.48136,0.24724,0.86899,0.99214,1,0.995,0.87744,0.55272,0.22286,0.8621,9.91865e-05,9.91865e-05,9.91865e-05
97,657.226,0.47065,0.24365,0.86768,0.99343,1,0.995,0.87792,0.53731,0.23545,0.861,8.26832e-05,8.26832e-05,8.26832e-05
98,663.993,0.47375,0.24068,0.86554,0.99342,1,0.995,0.8868,0.54542,0.23283,0.86106,6.61799e-05,6.61799e-05,6.61799e-05
99,670.719,0.45789,0.23666,0.85784,0.99352,1,0.995,0.87987,0.5488,0.23303,0.8631,4.96766e-05,4.96766e-05,4.96766e-05
100,677.488,0.45419,0.2368,0.87192,0.99351,1,0.995,0.87176,0.55585,0.23906,0.86465,3.31733e-05,3.31733e-05,3.31733e-05
