epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
87,253.599,0.64417,0.40852,0.99469,0.98884,1,0.995,0.88049,0.70178,0.3482,0.87718,0.000247716,0.000247716,0.000247716
88,256.893,0.65459,0.41639,0.9898,0.98931,1,0.995,0.87579,0.66439,0.33979,0.8831,0.000231213,0.000231213,0.000231213
89,260.035,0.64261,0.4151,0.97314,0.98795,1,0.995,0.87023,0.68214,0.33317,0.87503,0.00021471,0.00021471,0.00021471
90,263.292,0.62267,0.41165,0.96774,0.98711,1,0.995,0.88212,0.6526,0.34123,0.86696,0.000198206,0.000198206,0.000198206
91,279.579,0.54258,0.30086,0.8937,0.98544,1,0.995,0.88095,0.63401,0.3372,0.87267,0.000181703,0.000181703,0.000181703
92,282.437,0.53811,0.30358,0.89561,0.98603,1,0.995,0.88328,0.62208,0.32277,0.87777,0.0001652,0.0001652,0.0001652
93,285.236,0.51125,0.29374,0.8855,0.98646,1,0.995,0.8655,0.63928,0.32642,0.87872,0.000148696,0.000148696,0.000148696
94,287.99,0.49657,0.28983,0.87907,0.98656,1,0.995,0.88262,0.6342,0.319,0.88795,0.000132193,0.000132193,0.000132193
95,290.868,0.48287,0.28517,0.86719,0.98689,1,0.995,0.8575,0.6599,0.32355,0.88907,0.00011569,0.00011569,0.00011569
96,293.648,0.485,0.28194,0.86795,0.98698,1,0.995,0.85384,0.66575,0.31578,0.89106,9.91865e-05,9.91865e-05,9.91865e-05
97,296.434,0.48344,0.27809,0.86798,0.98696,1,0.995,0.85632,0.67,0.31831,0.90201,8.26832e-05,8.26832e-05,8.26832e-05
98,299.175,0.48865,0.27723,0.86904,0.98693,1,0.995,0.85483,0.67606,0.32837,0.89907,6.61799e-05,6.61799e-05,6.61799e-05
99,301.992,0.47882,0.27367,0.86022,0.98698,1,0.995,0.85301,0.67204,0.32798,0.90223,4.96766e-05,4.96766e-05,4.96766e-05
100,304.789,0.47002,0.26937,0.87647,0.98664,1,0.995,0.84191,0.66467,0.3243,0.90601,3.31733e-05,3.31733e-05,3.31733e-05
